,Cef,Cip,Mer,Tob
genexp,0.06108821747610496,0.043668875173729284,0.04747749521314415,0.035078196720972885
genexp+snps,0.06397300433460734,0.0471964821663803,0.07270352302265,0.03162671263957442
gpa,0.05868558380101074,0.04867218372284879,0.06778648879339456,0.027337258678749265
genexp+gpa,0.06401843452689611,0.047592262349630925,0.05079978427893297,0.036035452136647446
genexp+gpa+snps,0.06882979496815735,0.04328769064362097,0.07334118651886713,0.03142179282124491
gpa+snps,0.06724220510740334,0.041160670337988356,0.05577145362609933,0.03637164171140158
snps,0.06889819071305182,0.04590172447470395,0.04890480059877015,0.03469303113835901
