,Cef,Cip,Mer,Tob
genexp,0.745949465369737,0.8214832980328748,0.7722448189158164,0.8909389223249805
genexp+snps,0.7060822828417923,0.8008930876865431,0.7008689651467985,0.8959748402934773
gpa,0.6559085921056639,0.8077708751724652,0.6656619475646197,0.9166922519096233
genexp+gpa,0.7315192212687167,0.8279250490006999,0.7585513706524146,0.912294715250082
genexp+gpa+snps,0.7081214199422459,0.8017993662586176,0.6970403369777004,0.8988761703757934
gpa+snps,0.6770557334696057,0.7802360760929226,0.5951211729197802,0.8987645741176415
snps,0.6742147741947448,0.7653195724910256,0.5814281389281338,0.8946826534701211
