,C,Cv_score,Test_score
0,0.0001,0.33080168776371305,0.4925373134328358
1,0.00023357214690901212,0.33080168776371305,0.4925373134328358
2,0.000545559478116852,0.33080168776371305,0.4925373134328358
3,0.0012742749857031334,0.33080168776371305,0.5074626865671642
4,0.002976351441631319,0.33080168776371305,0.4925373134328358
5,0.0069519279617756054,0.33080168776371305,0.4925373134328358
6,0.01623776739188721,0.33080168776371305,0.4925373134328358
7,0.0379269019073225,0.33080168776371305,0.5074626865671642
8,0.08858667904100823,0.33080168776371305,0.5074626865671642
9,0.2069138081114788,0.33080168776371305,0.4925373134328358
10,0.4832930238571752,0.33080168776371305,0.4925373134328358
11,1.1288378916846884,0.3358333333333333,0.5074626865671642
12,2.6366508987303554,0.3358333333333333,0.5074626865671642
13,6.1584821106602545,0.3358333333333333,0.5074626865671642
14,14.38449888287663,0.3358333333333333,0.5074626865671642
15,33.59818286283781,0.3358333333333333,0.5074626865671642
16,78.47599703514607,0.3358333333333333,0.5074626865671642
17,183.29807108324337,0.3358333333333333,0.5074626865671642
18,428.1332398719387,0.3358333333333333,0.5074626865671642
19,1000.0,0.3358333333333333,0.5074626865671642
