,Gamma,Cv_score,Test_score
0,0.0001,0.6484985531599221,0.6268656716417911
1,0.00026366508987303583,0.5807381624115308,0.4626865671641791
2,0.0006951927961775605,0.433621613999286,0.417910447761194
3,0.0018329807108324356,0.46033295457630485,0.417910447761194
4,0.004832930238571752,0.4447069597069596,0.417910447761194
5,0.012742749857031334,0.44869228986546156,0.43283582089552236
6,0.03359818286283781,0.45166844746465157,0.43283582089552236
7,0.08858667904100823,0.45166844746465157,0.43283582089552236
8,0.23357214690901212,0.45166844746465157,0.43283582089552236
9,0.615848211066026,0.45166844746465157,0.43283582089552236
10,1.623776739188721,0.45166844746465157,0.43283582089552236
11,4.281332398719396,0.45166844746465157,0.43283582089552236
12,11.288378916846883,0.45166844746465157,0.43283582089552236
13,29.763514416313132,0.45166844746465157,0.43283582089552236
14,78.47599703514607,0.45166844746465157,0.43283582089552236
15,206.913808111479,0.45166844746465157,0.43283582089552236
16,545.5594781168514,0.45166844746465157,0.43283582089552236
17,1438.44988828766,0.45166844746465157,0.43283582089552236
18,3792.690190732246,0.45166844746465157,0.43283582089552236
19,10000.0,0.45166844746465157,0.43283582089552236
