,drug,features,precision_s,precision_r,recall_s,recall_r,accuracy
0,Cef,genexp+gpa+snps,0.7058823529411765,0.696969696969697,0.7058823529411765,0.696969696969697,0.7014925373134329
1,Cip,genexp+gpa+snps,0.631578947368421,0.7647058823529411,0.75,0.65,0.6944444444444444
2,Mer,genexp+gpa+snps,0.6363636363636364,0.75,0.3181818181818182,0.9183673469387755,0.7323943661971831
3,Tob,genexp+gpa+snps,0.9166666666666666,0.9545454545454546,0.9821428571428571,0.8076923076923077,0.926829268292683
