,drug,features,accuracy_training,precision_s,precision_r,recall_s,recall_r,accuracy
0,Cef,genexp+gpa+snps,1.0,0.7058823529411765,0.696969696969697,0.7058823529411765,0.696969696969697,0.7014925373134329
1,Cip,genexp+gpa+snps,1.0,0.6153846153846154,0.7575757575757576,0.75,0.625,0.6805555555555556
2,Mer,genexp+gpa+snps,1.0,0.5714285714285714,0.7543859649122807,0.36363636363636365,0.8775510204081632,0.7183098591549296
3,Tob,genexp+gpa+snps,1.0,0.9016393442622951,0.9523809523809523,0.9821428571428571,0.7692307692307693,0.9146341463414634
