,Strain,Cip,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
310,MHH0927,0.0,310,-56.621182029968864,22.602193262329102,-5.729539004150569,-4.453195686025523,27.440939039763393,-5.984557978716893
312,MHH14911,0.0,312,2.536042907716588,-18.652981917781553,3.9793722060265866,-3.3165569379129547,-36.86173723017296,-16.284830892610408
314,MHH14990,0.0,314,-14.27277878486632,18.283951951927655,-6.382337033868568,-5.201195072383641,28.75118461792804,-10.2927331877966
315,MHH15015,0.0,315,-49.57301883715055,53.13734751825015,-6.146062177406006,3.060304662891511,26.31785947984727,8.327481602548048
316,MHH15083,1.0,316,27.634657900738674,-12.08257489785705,-6.1530605184192035,20.309640014456008,29.52339853442551,13.298760904742622
318,MHH15151,0.0,318,12.836942486223231,-39.05594687074117,-6.051649857146862,-6.122430318942097,28.745013029407886,-9.821083859503858
319,MHH15187,0.0,319,-12.355860798616643,-37.60150237371372,-6.1384673586029175,0.6882117923978832,26.451800289984106,18.25752808260146
321,MHH1525,1.0,321,34.04526952407831,1.4440177333130884,4.440643311712159,-6.514483674721875,-38.382018264391846,-17.60247858590852
322,MHH15275,1.0,322,0.680731412299807,-30.150943479499052,-6.038063140890707,20.187834824510112,29.664788582729948,12.400187921331877
323,MHH15280,0.0,323,43.04172726389095,-28.032938381121223,-5.959650742336821,-1.4022388093694085,25.940077353468773,-4.650869671626445
325,MHH16050,0.0,325,27.769093199707072,-21.20156857845871,-5.151169015578112,-4.718092863313055,24.981494700285054,-3.6895969235864996
327,MHH16371,1.0,327,46.638873244301465,-18.180970936835216,-5.915351069652499,-4.569653559581269,27.114761413659217,-7.342886877897584
328,MHH16379,0.0,328,13.50243622666659,-19.569446385261138,-6.0030242010046795,-2.954106339101126,29.14882327510182,-4.687518254510003
330,MHH16459,0.0,330,36.0975293493302,-6.439372566320092,-7.670194435867631,-2.3041733386643797,31.62868121886985,-5.530300151126227
331,MHH16513,1.0,331,37.531761972718755,-9.96562129551658,-6.016521611631847,-2.912826213341079,30.373839433582823,-3.2186135620873912
332,MHH16530,0.0,332,44.482618666271826,-7.928751467678343,4.036941285983668,-1.0538666990696495,-29.468512258101107,-26.402092348434408
333,MHH16563,0.0,333,-21.350235825445186,16.255111338003132,4.068838260054436,-1.1133846640706846,-29.22097458069631,-26.496688338485928
334,MHH16610,1.0,334,-10.644457606719753,-27.995204350750157,-6.022406918702843,-2.7587739871723755,30.378358852228537,-3.223374502888362
335,MHH16727,0.0,335,-5.401844100797501,-11.604293559667045,4.026437306774,-3.238567572947561,-36.508968168788385,-17.242204067353573
336,MHH16798,1.0,336,22.84347588684902,-9.444352455712682,-6.046851665242808,-2.8175376630870392,28.83452714513796,-4.628407986066549
337,MHH16951,1.0,337,57.48670502703791,36.955002625599825,1.2816473549546004,-7.9794122720960425,-26.04869195259756,-28.71952087799787
338,MHH17233,1.0,338,4.911271226671151,19.579245950952508,15.980637214187652,-3.98043870492614,-55.914045675028575,9.4888855837522
339,MHH17247,0.0,339,17.548370695125545,1.5596041591531509,-4.8945839263038815,-0.0016559355277205867,21.84525938147118,5.036832134550643
340,MHH17441,1.0,340,-6.342420548918974,-1.0508058463552197,16.284154934078142,-0.9168355959028549,-55.85604366346455,9.54695315812166
342,MHH17546,1.0,342,40.64581980516137,-25.95443197058585,-5.594760368386956,-2.365082011785585,25.607863582422,-0.45433263465260865
343,MHH17767,0.0,343,1.0230462368254971,8.797550859975722,-5.622349975572945,-4.6032512322787404,27.692162613733572,-10.586741373036723
344,MHH17783,0.0,344,13.171754627337974,11.619838105633706,-5.879211789318665,-3.684394344904466,25.54123727461387,0.4177000694614321
345,MHH1883,0.0,345,-27.339989433915044,29.182938517118174,1.9965547470324028,-8.194431399654185,-28.02658729335125,-48.78460704241442
346,MHH2419,0.0,346,35.18161169921768,26.30174441129804,-4.150219246863255,-0.7017970435783276,24.327291781187846,1.3041806331187544
347,MS1,0.0,347,-75.1854767760829,-10.389898289698293,-8.852282519073846,4.771144948250509,33.8870596858449,10.38898723198188
348,MS2,0.0,348,-7.179348107918492,64.15538563059336,-6.67548796128974,-4.1745098773655585,26.149271558277015,-2.9179468121021372
349,MS5,0.0,349,-110.02124712061591,27.42586365243591,-6.592480288194807,-4.565281099676111,26.652567477226086,-3.393153236276781
350,PSAE1401,0.0,350,47.9265051097223,-39.37299962929415,-6.419199986876742,-2.2169641150944193,24.736991692009838,-7.600551659049032
351,PSAE1438,1.0,351,35.82622703151148,-40.433367863463566,-6.428726074223696,-2.2055737152212327,24.563223635681695,-7.5818568974446165
352,PSAE1439,1.0,352,-13.138335375579468,-28.60222537945294,-6.544659033149275,-2.1274683541583137,25.021331950250236,-7.191024907763996
355,PSAE1641,1.0,355,4.417102424433038,-20.719996381627695,0.965228618645269,-4.594889095094369,-24.998708092251412,-31.03089092242387
356,PSAE1642,0.0,356,27.61287330631781,-6.525046196935663,-0.0022790275293287365,-3.662719307646471,-23.34692202655841,-24.958159700183586
359,PSAE1649,0.0,359,-13.554607861497066,-4.108486746690555,-0.061508458232715224,-3.703996157902605,-22.90256491401748,-24.55720163084884
362,PSAE1656,0.0,362,13.439151372642174,-21.657194542603705,-0.12986710075601948,-3.7762367279521083,-23.17072843679494,-24.920785211412007
363,PSAE1742,1.0,363,54.89016034506449,-40.228457721916776,-6.616265173089637,0.7167339067396359,27.854289693289083,6.465626111829138
364,PSAE1745,1.0,364,60.8543492429678,-9.278280639305812,-3.2881187781329846,0.8313646699472876,22.83324874570004,10.214511115515911
365,PSAE1837,0.0,365,-29.962501501533005,-6.926562219857656,-0.06017818678697262,-3.862909536871692,-23.159375450426722,-25.257635207988404
366,PSAE1872,0.0,366,-27.200488447305055,-1.7622091901252532,-5.558576898791285,0.08876077535006743,29.38888410331623,0.9780974365255304
367,PSAE1903,1.0,367,-40.92383480805119,-28.01095303397732,-3.8704918428191117,1.1279698441327106,28.67138004700613,5.537228574611952
369,PSAE1934,0.0,369,-14.090437123629503,-18.512106178364355,-6.413590450974309,1.7237704622320145,25.743294376378948,11.688407909846248
371,PSAE1975,0.0,371,2.819040041550697,-9.72615223167591,-8.347884998985572,6.44400867970665,33.70073598167428,5.836087663997539
372,PSAE1984,0.0,372,-41.34138099154313,-15.343028365036844,-6.857486620842783,2.5944008162414853,25.605775489915864,8.862135352415919
373,PSAE2125,0.0,373,-9.931648721000093,-5.779971187630016,-8.410302032316197,6.524251184685392,33.66716043230415,5.389519835895555
374,PSAE2126,0.0,374,61.00183626967463,-17.80327123566546,-4.06652729413459,-5.293296554261957,15.753646020556907,-3.99003287848749
375,PSAE2127,1.0,375,34.15000671655968,43.983376276266156,16.056531828668053,-0.7964746545540917,-52.61076728562985,5.159629002840063
376,PSAE2139,1.0,376,60.686079241062984,20.21521863360615,13.757993058899991,1.1100086024519946,-54.70980443583993,14.676543598780619
