,Strain,Mer,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
241,F1957,1.0,241,71.00444728313127,20.390234530550163,3.412947683441308,-1.7316502750479659,-31.05291417112236,-24.579097315274442
243,F1979,1.0,243,0.13681762050611335,11.40613459569108,19.449555943036707,1.9043858506359896,-63.187607238590985,26.038642268579686
244,F1983,1.0,244,37.051793862109044,-1.1600863873023963,19.31302482576183,1.7421080779663782,-63.27742265131121,26.320738668563088
245,F1997,1.0,245,-2.6480141205824355,-1.5926875879937572,-6.654183161069286,-2.5350246017909672,24.38247866026127,4.305458391804287
246,F2000,1.0,246,-32.94835600154136,30.375132390259218,20.511607142667785,2.9779143233830307,-64.14232266815299,26.861151171111523
247,F2003,1.0,247,46.30540957274094,-15.593131818250122,0.8118530814701619,-10.69513108582682,-28.226358812572457,-50.484623683463866
248,F2005,1.0,248,25.49777028730597,3.0689895648015892,-6.597361831884091,-2.742869075702692,25.125129387087746,-1.9465063388790895
250,F2010,1.0,250,36.579569105124186,9.01737502148635,-7.160048946689123,-2.396590701117124,27.491315577169033,3.707740124836441
251,F2017,1.0,251,35.42710825113021,-33.98811546782421,-8.575866569338134,11.38387645247075,28.929833456427048,23.309638714115444
252,F2020,1.0,252,-9.85688956323329,-10.691512031110198,0.703109374356123,-10.598034275239545,-28.157635889926357,-50.70752566622993
253,F2029,1.0,253,-8.149050149956107,7.5295374520271,-5.4886479814737275,-0.3422820382793734,28.00902995527231,-1.0722292656599848
256,F2035,1.0,256,84.19521110340679,4.480011348752517,-8.579638738505029,11.35905238746957,29.091887668301055,24.376956113598574
257,F2040,1.0,257,11.103497381420324,5.175138218916469,21.020967712898827,3.0164480313009605,-64.4068151045352,27.67329851812932
258,F2044,1.0,258,31.443348055101797,-28.39636899460312,2.045709734299834,-4.2647688552991685,-28.697157272579968,-19.842361840028865
259,F2045,1.0,259,67.19295041644811,58.9416778185897,4.714859227754485,-6.866115877597334,-38.36437918088935,-19.85151932165731
260,F2054,1.0,260,-24.30784793122008,10.42713367258982,-3.9030800952210187,-1.8979432344688743,14.664456577796386,21.037439559993594
261,F2055,1.0,261,-9.061706549934225,9.628491026154887,-4.490835432481541,20.277854538955026,26.973720412675675,12.570673816527048
262,F2056,1.0,262,-3.5951821826483337,10.707787009710069,21.257323112488116,2.922227208488021,-64.09563097935475,26.359775037327104
263,F2059,1.0,263,-30.25773202892508,11.62320160869029,-4.341350895415565,20.18741262627936,27.237202917559138,12.508536402513542
264,F2064,1.0,264,-37.41766742422802,27.73311932431475,20.796066642718333,3.168247692308574,-63.49648701402407,25.834436537851026
265,F2065,1.0,265,36.85307969774817,25.74563223253339,-7.611164377667394,-2.8953194252070285,31.910478310118627,-10.369919271909573
266,F2073,1.0,266,-2.9656514858830136,-1.3984138151499435,3.7611369884254495,-5.633568037062124,-34.37555961246862,-24.323912998957272
268,F2081,1.0,268,-9.731165384027529,-17.93992814963716,-8.129494599393905,-1.9373158138955047,32.79681383696772,-10.963760662591191
270,F2093,1.0,270,-36.703811167847604,42.52127305730942,-7.722983411507511,-2.8023307423732833,31.574713456558193,-10.36550912573243
271,F2097,1.0,271,-18.39340727302098,-22.294415447095993,20.8884263322579,3.162407702524705,-64.28594587868913,28.110812108491892
272,F2098,0.0,272,-30.314192570555168,17.085058666038762,-2.924322088661842,0.7245257467643818,18.19901545149856,10.055935801456464
273,F2119,1.0,273,0.9894933599074931,-23.99128611146746,-8.207259815749584,10.671469637324995,24.78514880806076,22.049381937591654
274,F2128,1.0,274,11.354913330852543,1.5812591171449364,-8.080797005600688,-1.8246078288054193,32.46481949915154,-11.109422921141181
275,F2137,1.0,275,96.68461204394373,54.032701180320295,-8.526162772102799,11.319942931865219,28.60948392036027,23.121159886435102
276,F2148,1.0,276,-20.905523330676626,13.697843277309344,-8.53324552354889,11.371252779956881,29.001767309409708,24.18461405330445
277,F2165,1.0,277,106.89935645302094,59.75771253801089,-8.522478620966075,11.331464628911315,28.855146829445978,23.627183166014582
278,F2166,1.0,278,-4.64021301968693,-7.236206947933726,-8.484710077952109,11.312822337968422,28.92112599610457,24.56886073884693
279,F2167,1.0,279,14.281193330402624,21.848514195265352,20.509376763791483,2.995786618209042,-64.1883927766696,27.3904230620928
280,F2172,1.0,280,-39.48374271148153,-6.2606933224754036,-6.56296861766102,-1.9835850367120864,25.25036587007441,-5.826945677252375
282,F2199,1.0,282,-16.272104212092408,34.52709838018972,-4.168331480591218,20.214835758954834,27.188010096303202,10.955156010667103
284,F2208,1.0,284,-32.480122294781,40.5128231972304,18.85071151393382,2.7352176343908337,-62.97703716785778,26.12087689367427
285,F2230,1.0,285,98.79218434265839,60.406527974609766,-7.346108313678531,-2.6524862486968654,27.84546579813707,2.3751809188298765
286,F2234,1.0,286,48.87723527037303,22.323199960586592,-8.42624430204268,11.394697815554574,28.751188953162448,23.712134741762277
287,F2235,1.0,287,-15.876728067969337,-2.7138916227629566,-3.7463951040003094,17.83270296113033,26.397164465919438,10.596112675481791
289,F2240,1.0,289,49.62792352412736,18.51054036304819,-4.182817378763711,20.069530710744253,27.152646067573386,11.073815921005625
290,M70563004,1.0,290,33.456783287716554,41.014776217731935,-4.57927266816685,2.402050372616687,22.32327002515388,9.201459354946103
291,M70564993,1.0,291,-15.495750424505868,4.481793659905166,1.2517924761801424,-8.334007318880708,-29.327563817685142,-25.099308802721847
292,M70565254,1.0,292,-64.87308311921107,22.69863661643058,-7.609240025137547,-1.9123701927528334,28.46965278564999,1.7283507421630588
293,M70565897,1.0,293,2.924111288873198,-5.3833571473373985,-4.457316730871565,0.0641332883601855,28.321112723228296,2.5383229686723183
294,M70604538,1.0,294,18.839352627435005,59.42244603774113,-8.19367792742445,9.594386937903126,31.665151943005966,17.90326861164035
295,M70608424,1.0,295,-88.77281751348286,68.4933929429024,-8.17541795161478,9.69077938040416,31.55297567961174,18.042080545523
296,M70635118,1.0,296,-25.009611927255758,19.498460050429202,14.771582429256604,-3.4981308185479145,-60.82550720823233,20.897736452348035
297,M70638412,1.0,297,-4.7967916930870995,29.22212146203546,16.534378876590374,-2.742147565435835,-61.14043949532963,20.216814155793593
298,M70639645,1.0,298,78.8531343246228,-46.04789779129163,-5.560223900429804,-5.1071228706988485,23.11576553202105,-2.082961345843799
299,M70640096,1.0,299,20.030477586054477,7.772263892827273,-5.470374457721662,1.903327773482923,22.739643285408967,17.296906798117412
301,M70646050,0.0,301,129.02081757318305,36.86343823753306,-6.611610657876033,-2.6324901063441146,25.38041324373225,2.3760246640688436
302,M70646077,0.0,302,63.23520583042124,8.36089932585466,-4.369689145297987,2.2388467668174634,23.47006543249647,4.845954405735284
303,M70647319,0.0,303,53.931328680353516,17.934731511102612,-6.279663901477102,-3.1310456975030627,28.24432737816877,-3.1694662952577843
304,M70649365,1.0,304,4.165932232572215,-10.256409903003028,-7.2453144336644,9.037101531802636,28.668813176362363,21.56745820950247
307,M70663247,1.0,307,-22.074083483449765,19.5881000078565,4.3381387619188505,-3.5139668251836564,-31.205607261134517,-22.95970717602281
309,MHH0426,0.0,309,-67.2203066050819,2.520335463692673,-3.3044930296110553,3.216040832739651,18.9736565392949,19.867208563324404
310,MHH0927,0.0,310,-58.76562989402356,24.82166709797761,-5.751190311772007,-3.9146546966966174,26.64529142878527,-5.937753913375772
311,MHH0985,1.0,311,-74.61823795654065,24.66780846151715,-5.046566896782339,-0.02355864941022645,25.68884921591735,9.278063572848822
313,MHH14929,1.0,313,31.693608649287953,-9.858372438787113,-6.0779692553182425,-0.5936584999682797,24.192076179495935,9.216584761039748
314,MHH14990,0.0,314,-16.287519344292093,20.355846684584066,-6.375612229566022,-4.837568491513112,27.80003334019986,-10.454467001510814
315,MHH15015,0.0,315,-51.488814603347336,55.88454025188003,-5.875603410053088,4.308361824193531,24.741503139398787,8.88399295352999
317,MHH15103,1.0,317,18.192077829102523,-28.142133146440237,4.161531599670422,-3.793688822882861,-36.90916285666867,-17.218937945778308
318,MHH15151,1.0,318,10.882220065679352,-38.11695472158971,-6.085730537668909,-5.82342155846903,27.81050903368503,-10.031937022152064
319,MHH15187,0.0,319,-14.439762805233908,-36.83830807520161,-5.810644399759347,1.5165268899412894,25.207026330889335,19.067042795088803
320,MHH15204,1.0,320,17.808184404790325,12.127440682465322,2.227076616205,-9.164598408028153,-29.246681523027735,-49.737274199838055
322,MHH15275,0.0,322,-1.3830916025629936,-29.019383730211786,-4.697233710327913,18.705330845892085,26.93868367886332,10.949998967094736
324,MHH15817,0.0,324,11.811218358515367,-15.105756239163481,-5.211092875744628,2.7630285269198342,20.03587765740741,19.53039454049472
325,MHH16050,1.0,325,25.87513794584027,-20.591683241070932,-5.127237504126125,-4.348566687965805,24.437496944728174,-3.0790176441405634
326,MHH16208,1.0,326,-6.572057966145952,-11.412269062939087,-4.206887095271745,-0.31869807163757535,24.302002501530893,-1.8566547929692305
327,MHH16371,0.0,327,45.04458567525608,-17.454008556001607,-6.020713015656124,-4.297534079192147,26.51051854812132,-7.540191369766937
328,MHH16379,1.0,328,11.554361126313964,-18.663555443427626,-5.926263502033008,-2.7029036090733687,28.253186818690843,-4.660941170662312
329,MHH16427,1.0,329,-26.57876103502693,-12.235163931905976,-4.197382454307133,-0.24882335771221875,24.252608658513054,-1.8865919780613254
330,MHH16459,1.0,330,34.443226885514974,-5.578684714616768,-7.602258276681031,-1.229287494763022,30.742003356329356,-5.233646916835298
331,MHH16513,1.0,331,35.798136950977664,-9.15884972529951,-5.94040780951296,-2.6474848620848155,29.48695593983564,-3.0218974874181086
332,MHH16530,1.0,332,42.83412777784952,-7.859419368691347,4.229616564788722,-0.8371095106544555,-30.700227003108644,-24.647827984844653
334,MHH16610,1.0,334,-12.719388407312044,-26.90963267290772,-5.944697196457524,-2.4998823754895447,29.502698267429565,-3.0325498620368307
336,MHH16798,1.0,336,20.91673206115977,-8.71222839022643,-5.9662274722643565,-2.5691405413872044,27.936931165217814,-4.631875780673447
337,MHH16951,1.0,337,56.23739798872625,37.290154294418144,1.3422892114436453,-8.55368193288935,-27.12265997254433,-28.640993008202578
338,MHH17233,1.0,338,3.0474182767874205,21.345855658390953,16.088651012207073,-4.3507888737705915,-57.11330909307458,8.757602064281024
339,MHH17247,1.0,339,15.844076977261661,3.009215786713425,-4.694561874363204,1.1664643689657055,20.693088739161908,5.922545381208991
340,MHH17441,1.0,340,-8.517661411126861,0.29160151608095647,16.477401468931017,-1.053794237303733,-57.06284239273181,8.65653887654858
341,MHH17501,1.0,341,3.4838192282602085,11.944957959637136,-5.967758504297832,-4.253407969007106,25.1348602513594,-8.584920044091412
342,MHH17546,1.0,342,38.90293132766231,-25.612283253309602,-5.526353008236358,-1.8233092294601327,24.900697753042422,0.07835034005198338
343,MHH17767,1.0,343,-0.6435853699294558,9.258014891300498,-5.57048426528535,-4.078561008167549,26.43307468212759,-10.471792973362227
344,MHH17783,1.0,344,11.50380665179055,12.397965508569651,-5.813253392193316,-3.206210839109575,24.864758594407064,1.0100511897618887
345,MHH1883,0.0,345,-29.636600855380284,30.243544268824554,2.155849862789041,-9.137396214905733,-29.497032105851336,-49.894804195263546
346,MHH2419,0.0,346,33.75030465069524,26.860373373600346,-3.975466501754133,0.2578793657798162,23.592648654838058,1.6831575074984926
347,MS1,0.0,347,-77.31710315844389,-8.12115842124249,-8.507098446336592,7.236830230713329,32.44131028745444,11.529435531262195
348,MS2,0.0,348,-8.67434226351179,65.36722491970642,-6.672691523960304,-3.785919480608862,25.71668864832428,-1.7212694940441722
349,MS5,0.0,349,-112.45865406228985,29.978078745274544,-6.613142303454243,-4.15451707206669,26.201207905639826,-2.2226698672461893
351,PSAE1438,1.0,351,33.85564187887992,-39.73351288172636,-6.119007680784248,-1.5764924530200872,23.02047875884758,-7.82117168309933
352,PSAE1439,1.0,352,-15.285508452140311,-26.897879318951624,-6.230388126605481,-1.5026221078285698,23.479647209433523,-7.433774163468186
355,PSAE1641,1.0,355,2.5025049597489994,-19.716827984581375,1.1194359163485088,-4.77939792968669,-26.510630099153673,-31.986947136283362
356,PSAE1642,0.0,356,25.92314314793807,-5.840835200646593,0.22483322631904512,-3.378102004181767,-24.603732042951297,-23.875292617682923
357,PSAE1645,1.0,357,-24.633007385491794,-26.47131883183549,1.1115084269109397,-4.80802710619291,-26.484408032466476,-32.0072601539168
359,PSAE1649,0.0,359,-15.471590849068262,-2.7509800729770713,0.15465578744226072,-3.3965592031557836,-24.147415561692707,-23.477886965040923
362,PSAE1656,0.0,362,11.63591045043457,-21.333534538868253,0.08893160038987569,-3.4707109441111053,-24.42964384224787,-23.880397147277595
363,PSAE1742,1.0,363,53.14476290319111,-40.6204946196886,-6.0399772629219335,1.9105789511124502,25.463792805791947,6.647417672999019
365,PSAE1837,0.0,365,-31.820982851572257,-5.678697486110344,0.1600760680904596,-3.572952411293895,-24.436298250515073,-24.20262168071669
366,PSAE1872,1.0,366,-29.113722641267124,-0.19266158151880064,-5.334075782917352,0.8009498539409545,28.05641797809234,0.9448654869042272
367,PSAE1903,0.0,367,-43.234027620148716,-26.80490118635542,-3.663443450070213,2.18517089187298,27.776247463542333,6.418733100005603
368,PSAE1912,1.0,368,-14.720815601455497,-9.131802535715243,-4.946513110110242,-1.14401488288871,26.227509969610317,-3.1350066039013953
369,PSAE1934,1.0,369,-16.017927936902183,-17.56093596279192,-6.011711228958561,2.2180409216809736,24.51578819059069,12.12100121850127
371,PSAE1975,1.0,371,1.1149437581842894,-8.775147896211337,-7.9084532733471,9.149014541817797,32.48763313881238,6.773469663491866
373,PSAE2125,1.0,373,-11.880482892875532,-4.687586300228053,-7.967622629360569,9.272027904877111,32.439644819004585,6.314733999265876
374,PSAE2126,1.0,374,59.65744380924459,-17.704724703508276,-4.07808859939294,-5.0676546150830575,15.10423692619252,-3.718546124395381
375,PSAE2127,1.0,375,32.585835429256456,45.31052199188097,16.26564577989603,-1.0320465883504468,-53.90010214767072,4.279110377545464
376,PSAE2139,1.0,376,59.29556467875878,20.206568127049582,14.134582606432605,0.9041912093068127,-56.16456030003899,14.127325908774615
377,PSAE2325,1.0,377,39.38946206672606,-32.20211791174621,-4.0673566914726385,-5.038723717802054,14.935306804617646,-3.1494429752580757
378,Vb20477,1.0,378,-39.31259104484555,-8.646433850785305,16.697355924306738,-1.2908584011220547,-61.410921073397866,21.2258121860632
379,Vb3320,1.0,379,36.123224039934314,7.47020275405895,0.1747989343594858,-9.19747399652411,-26.481278076550367,-28.570233351792076
380,ZG02420619,1.0,380,-9.731609415427153,-18.12412597202954,-6.033495471345333,-1.0024809233362708,29.38657232461764,-9.759805781414961
381,ZG02488718,1.0,381,-15.517292850837364,-21.054795545780742,1.5334514974873694,-9.31906826546327,-29.458204205302767,-50.42617310132422
382,ZG02512057,1.0,382,12.08593749572416,-17.923537991423526,1.1624246265092064,-10.781010885486618,-29.493906968295484,-50.48062626149466
383,ZG205565,0.0,383,11.368572367655725,-35.90153025154483,-7.549620083948215,-2.6912950600208516,28.252190194875432,-6.442114342282615
384,ZG205694,0.0,384,11.178324621519948,-33.11086853382993,-5.593849370371965,1.479443836561444,27.949291089930462,0.9960037187352242
385,ZG205710,0.0,385,94.07849188121008,54.761265675111524,-7.397171893769393,-3.553606830253959,27.620150811520723,-11.697472860015807
387,ZG301975,1.0,387,16.650552505491923,2.8750412098014695,1.0459568055238035,-0.1141576888165794,-22.02575458901148,-25.092234155742574
388,ZG302359,0.0,388,-17.273040805813267,-10.40956542620981,-6.1838125886247095,-0.5087442629261307,28.093575990671866,0.4803663775898386
389,ZG302367,0.0,389,-1.7910976204580973,-19.391758374611918,-6.378546762367646,-4.303145988961411,26.398794806232466,-2.9231218495644313
390,ZG302368,0.0,390,46.649214217365106,1.1679634325672963,-5.071567874555102,0.7821283145486788,24.136411570995726,7.122034770184683
391,ZG302370,0.0,391,17.854068272454857,15.302598159046347,-5.583695393919407,1.6459584608326843,28.160351111961248,0.43466259929862616
392,ZG302383,0.0,392,1.5044315820539658,-5.36194726466141,1.3151493955753346,-7.65634913008455,-30.7521398769923,-24.996589684115843
393,ZG302431,0.0,393,-48.331820853059966,-3.381966834891348,-8.194917266347144,4.905000252450893,30.081773061076447,14.836404348111337
394,ZG302432,0.0,394,20.879082342677577,-45.96494203666979,-5.173192886886676,-2.1020184135275155,22.470105847473633,0.6616354359501102
395,ZG302442,0.0,395,-56.48329431071051,19.40078702928303,3.1005490643132774,-9.736593057560743,-31.627060259387584,-43.06797796516014
396,ZG302451,0.0,396,131.2553695529363,15.637217905436804,-6.099429617295454,-3.0634423477573502,24.425517456742696,0.6644999051554024
397,ZG314696,0.0,397,-18.121081773628887,-23.154417926826103,-7.206478753679907,-2.516547558660891,28.039118723552725,3.007770947939065
398,ZG314738,0.0,398,11.850726260190457,-26.47520826942236,1.3154773489373826,-9.868842851328283,-28.21652274152917,-50.5273447787338
400,ZG316694,0.0,400,42.17669379985352,-36.72370676720708,-6.065859748379166,-2.811845221950069,26.1230182625141,-6.6294219351702495
401,ZG316704,0.0,401,50.39947209470676,-2.6387814095404862,4.273985887011761,-0.16922937368245172,-29.930633204487577,-27.628557251154753
402,ZG316716,0.0,402,36.207050515157185,9.750331676946066,-5.808666842042703,-2.529051832085215,23.513579105742373,4.889116306065091
403,ZG316722,0.0,403,99.49281743656435,54.907935547254304,1.4081268878314415,-7.385558680051916,-28.496594428194836,-28.889350926367868
404,ZG322541,1.0,404,13.610909423658114,-11.519793604301134,-3.3382967986949357,2.318188852663715,21.307595835555126,9.868378677003207
405,ZG5003493,1.0,405,7.351980927269986,-29.204823505742496,-5.260023212026788,1.0954876789291088,26.53038673097391,7.455286424353389
406,ZG5021922,1.0,406,-12.054395303922028,-8.50687590948259,4.6770902583036245,-4.261468319757268,-38.252981438254245,-14.056451730036287
407,ZG5048010,1.0,407,28.11685822631066,13.592922135138233,6.170213436884043,-4.248039736337526,-39.89666046523764,-9.57446777040331
408,ZG5051896,1.0,408,0.3088996425389306,-14.388058883540618,-3.5246363990448573,0.22034771158238264,14.213102302934516,21.795767105472628
409,ZG5089456,1.0,409,-13.287700624641678,-5.58137663067927,-3.0770853138421654,3.7056218117335966,21.945687781038238,14.857557835198655
410,ZG8006959,1.0,410,-19.835022989233764,-9.29538755677483,6.223545118104375,-4.194066854657541,-39.740269369438394,-9.861431622307968
411,ZG8038581181,1.0,411,-12.338569535743302,-17.155658557976395,-6.989418541838264,-3.180673306919,25.28845033974501,-1.276873059227377
412,ZG8510487,1.0,412,25.021520077742974,-11.137663118547245,-2.1091079425027597,4.036526533813337,20.946692113030792,12.240822887458393
413,ZG8525123,1.0,413,-27.794907978399582,-0.038279662767831325,-2.2937855210951987,4.11602598286553,21.00196953753565,12.349668504239197
