,Strain,Tob,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
189,ESP074,1.0,189,-99.78446689152197,0.15387021954314914,-4.442783331415769,22.39634622362951,25.85981079294589,10.917610029017176
190,ESP075,0.0,190,-51.72958775747585,-13.041890273053761,0.9876075154533497,-8.753166519831934,-30.376121037708337,-23.852788266394857
191,ESP076,0.0,191,-35.52776710680533,31.4918147904728,0.9800294753360042,-8.942211544923694,-29.882719449931678,-24.64988028138821
192,ESP077,1.0,192,3.0978850768824855,-6.557087174603556,-2.0662847757903746,-5.61249750648333,-17.92818384914883,-21.855898173434817
193,ESP078,1.0,193,-16.840181602213043,26.301715384586174,-4.265986173280884,5.836958740132726,18.80294841978093,24.20046443089425
194,ESP079,1.0,194,-47.49455327696273,20.473025551228893,-4.517861906698339,22.73003557993466,25.946322657844792,12.239943235967495
195,ESP081,0.0,195,-72.18952015226498,17.13105355210953,-4.644404361333005,-0.3935133829222899,24.958340465549657,1.7858602636419718
196,ESP082,1.0,196,-70.53191536899013,26.164460389459315,-4.5171800922857335,22.910380679171112,26.029789455585917,11.1620018831184
197,ESP083,1.0,197,-47.865702057563226,20.694244215723998,-4.5885546614835935,22.642334475681896,26.191477543483973,12.124452917091986
198,ESP084,1.0,198,-66.77415714857132,25.72972332319991,-4.321402590489509,5.931588587042624,18.47961577863087,27.350210049202367
199,ESP088,1.0,199,-53.30167461904533,17.279467535568497,-4.7167975981014765,22.336789290336455,25.773625000915796,10.730353717051422
200,ESP091,0.0,200,-30.242102403003937,19.853342755043574,17.682947189390088,-0.07145574055981996,-59.15463897911857,20.167367393182978
201,F1659,0.0,201,53.44432552290374,41.79168438067773,3.4726751513511873,-0.8813623545759466,-31.64649411160018,-27.313334621597562
202,F1688,0.0,202,15.287217368057844,-10.615446951672126,-5.887595245319236,-5.180496282380892,26.923084924242414,-9.721104784553752
203,F1689,0.0,203,-5.055350303836938,-36.695964516160196,-5.902689132037827,-5.368912916018207,26.783226656539792,-9.518219753963315
204,F1697,1.0,204,-2.3228871465706513,27.12402999770208,20.825734458664506,3.120218193628716,-62.74903384992189,27.659048380863048
205,F1706,0.0,205,-23.41561223890783,-17.757079944698546,-7.852692724379692,-3.36099576387436,32.68437668098434,-10.483043946035089
206,F1712,1.0,206,-27.766994751179123,-5.303676388859258,-4.36966191973231,21.31968157471589,26.322603561758857,12.421486525374895
207,F1724,1.0,207,-23.174349781497064,13.121444340299032,21.143376577831138,3.2415253484412876,-63.95469460524393,29.639994541933255
208,F1727,0.0,208,44.79746021152724,7.576149528937181,-5.4144201998262105,-3.408304438037785,27.264466909511473,-7.704207804778427
209,F1741,1.0,209,-28.885827069897854,23.074831162952574,20.711926820778444,3.2520777008096626,-64.33899130698862,30.755886153833266
210,F1745,1.0,210,-38.46600182550661,6.27881034736261,-3.5898535749454217,19.94604005428626,26.25353771321677,10.153598963074913
211,F1746,1.0,211,-58.19860712570441,42.92895109228937,20.871481294694227,3.0574223742250144,-63.812059590867094,29.759674301689607
212,F1747,1.0,212,62.6806866944584,30.1754576779747,21.321482187535615,3.2560992761814536,-63.930350503307636,29.55334359870394
