,Strain,Cef,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
43,CH2764,1.0,43,-18.559112929417054,75.17482314348796,1.191654160091079,0.08644530719838434,-160.096869629084,-92.88204404125993
44,CH2824,0.0,44,13.836739790397992,-8.479258492306716,-11.856220747968893,16.22035217084832,191.64714776332025,-8.707779924257482
45,CH2829,0.0,45,84.00022424525092,126.296624180808,0.930538918205537,54.175510377854565,220.11894527028437,22.561849703660442
47,CH2860,1.0,47,71.59028566596932,37.05914137519014,-10.865420383082073,-2.806624696963145,-130.5516592982083,-68.18086874520688
48,CH2875,0.0,48,57.80375910987923,60.98649205385479,-47.556335592005425,-17.34436750693619,-213.47860629822148,63.464683675229594
49,CH2922,0.0,49,-33.300063633751684,77.50188510289442,-8.083060289090136,23.268733998701734,148.90770859908827,82.26935151666335
50,CH2939,0.0,50,55.85445279523715,7.546673285675363,-16.493292429279514,-2.654390420250179,-124.95436927683353,27.63889434582954
51,CH3173,1.0,51,-86.50319614121193,-55.579494438539584,91.74641343306256,-17.71957595410245,316.55135426907725,-107.55747486232634
52,CH3177,0.0,52,-12.14387886198081,-2.5261425394765027,-14.87401033657535,-1.4452199859114754,-159.6054945412481,-73.45709197564095
54,CH3325,1.0,54,15.064837707956007,33.81077123344313,-19.82007314531316,-7.404207196183333,-126.63075066431863,64.4475796772209
55,CH3462,0.0,55,-65.23278266200386,-6.600512472774422,3.5542634041655794,42.357916189636136,208.02528775146845,67.16615280810636
57,CH3484,0.0,57,-79.34090338392333,9.915735629403784,-20.103616500485035,-2.58193933980489,-198.662344621323,38.647872662766346
58,CH3549,0.0,58,19.99742017473868,40.2520319193017,-17.350036197187386,-3.5417024491961464,-157.26042836250244,-107.90767527898647
59,CH3570,1.0,59,-88.74255365597529,56.61334258608649,-23.217627334101635,-10.744818027364873,-162.6602736570694,-69.71205758607995
60,CH3613,1.0,60,2.0917307854637017,47.08886994946571,-23.03675017296892,-1.752229654802382,-217.45415197295375,-114.65980280633669
61,CH3648,1.0,61,-6.298433823116904,-4.75810761032099,94.21874600706639,-18.126444811091723,324.6311836997559,-103.08234099818435
63,CH3882,0.0,63,-190.51904557149282,-47.53208757412546,-20.689056173115507,-11.396698620822654,-213.18018679007244,-15.700114027208956
64,CH3906,0.0,64,-146.60596341945748,35.82367597821947,-16.625402811356878,1.7225150220295284,-191.68433382232823,27.2363220060891
65,CH4035,1.0,65,-109.13137092005879,-67.44560098406504,92.9101431326362,-17.932592799896295,317.148059974404,-107.6553356749331
67,CH4411,1.0,67,-109.90539137928174,-63.481115007650786,-18.122555260895293,-1.2435056322789058,-126.69635493810539,80.21623635436144
69,CH4433,1.0,69,-88.82167966373478,-14.091345003675329,-22.039820175823074,21.61992361126405,113.84419771537478,-35.63996413555043
70,CH4438,1.0,70,-39.23684378715727,15.421195515956807,-18.836175903682896,-0.2989715251675796,-136.77462053909647,12.763217430696555
71,CH4443,1.0,71,-162.99135685123449,-50.89182901941893,-48.14264938344584,-15.522794873818556,-205.6725238093922,71.77873413663374
72,CH4446,0.0,72,21.139774229750167,42.67731978358868,-15.200112210354192,-0.3384278534647185,-159.6703950205201,-100.45558719635714
73,CH4489,0.0,73,-57.51569731428997,62.65194160609124,-7.252762784736793,37.940395767348164,230.71448721708046,122.49096275300481
74,CH4509,0.0,74,-150.44053893326858,23.84732134714849,-18.75210960991687,-0.6266507025738656,-135.09003500196954,10.284819259472352
76,CH4528,0.0,76,-85.93769105329157,-5.156713158796507,-16.930392718880686,-0.09861990379231209,-164.9042584191139,-72.48890660946749
77,CH4548,1.0,77,-76.96273909458517,-15.226771271426328,93.05982222208625,-18.201967019462625,317.26363099122926,-101.19091161645515
78,CH4549,0.0,78,81.80973087930147,-93.11970421350483,-17.911975995876173,-7.973254077162427,-132.216002648274,67.11671146970298
79,CH4560,1.0,79,-2.807509051854978,-10.507543684034747,93.79712449236844,-16.22542841848095,275.80221023955403,-73.04673535592875
80,CH4584,1.0,80,55.39404122405777,52.18624354660964,-12.331112284529821,4.897716747342831,-136.76916823912367,12.06285955912032
81,CH4591,0.0,81,117.338080661572,-33.41006929818359,-20.60156350037756,-8.934431251222005,-166.0581732375115,-64.25156459229721
82,CH4602,0.0,82,-111.86131922686758,33.646915014531764,93.14072783053935,-17.70909142366067,320.9044732943753,-109.75770252480262
83,CH4634,0.0,83,-134.1768322508578,-61.73942930056995,25.855697802526432,15.270074492881333,198.8982363612647,115.26721288436778
84,CH4681,1.0,84,-170.59170524618068,26.46426486874312,-19.58830974770641,-6.653822907480684,-159.26354830698494,-85.25875299779247
86,CH4703,1.0,86,56.8621335148912,49.13915902300904,-17.665486153553548,-0.9691785409690002,-101.72544528177335,45.60598326641893
87,CH4704,1.0,87,-57.02040868481712,65.42526178479089,-16.371787281745043,-5.382495473531825,-135.66113431709442,29.58339029194059
88,CH4733,0.0,88,-93.18047206537037,-10.242207214095634,-18.329844398910573,1.8530608557975237,-125.18372546930127,78.82049838208403
89,CH4745,1.0,89,16.86977978774706,41.550591251202455,92.70211402289067,-18.12273361977341,317.80771544987493,-101.81934125080194
90,CH4755,0.0,90,73.44877096190528,64.60160003032087,-19.004176051283153,2.5986546752719706,-139.10013738337815,57.45925963778927
91,CH4757,1.0,91,-19.25330341680338,95.6503832266663,-3.1800395872337806,42.87762766592469,204.15813160293973,63.26966524732987
92,CH4766,1.0,92,54.247035290604046,14.890835364046668,-15.079553214009293,1.0522638267793745,-64.8562706575332,-60.67068167229631
93,CH4780,1.0,93,40.244850690666965,22.16237649316273,-14.566529917055204,1.352489136495095,-162.83641996092706,-86.55953934872747
95,CH4840,1.0,95,-5.059357382792835,95.07933500111163,-18.956264344587566,-6.3887507583645755,-115.94071678141506,51.44275289163227
96,CH4860,0.0,96,11.884837439753012,65.85365535943787,-20.636483579653543,-3.371077973851282,-139.68303768354926,55.6782826174754
97,CH4862,0.0,97,43.23315926243892,-13.974741552380394,-14.529182807840893,14.461083062545107,163.27910101541596,54.67735758317467
98,CH4877,1.0,98,62.661786853744715,21.635307767342642,23.151890378883092,28.142223199934207,291.71024118185613,-11.193233028053745
99,CH4878,1.0,99,77.9119595954549,83.12989663196582,-17.773303909530885,-1.6776649159323385,-156.9611587974412,-97.98589632950939
100,CH4891,0.0,100,-54.74050047803697,38.467528823884095,-17.23983368475346,0.6785044960804336,-192.74904651534214,46.073251895554804
101,CH4914,0.0,101,-191.70592049539906,23.033408476492134,-23.16193479441979,-2.420852896170029,-227.23557410231712,-119.15075102222374
102,CH4916,1.0,102,23.08828594108625,59.07864980395322,93.28785031876158,-17.85700859476669,320.58476921463983,-109.56406635999107
104,CH4992,0.0,104,-106.74882089003924,-59.34284846710314,-21.039718389577068,-4.480840211063477,203.0636196280453,29.256809019716243
106,CH5052,0.0,106,-4.356056428390858,-57.246200364097774,94.95161325035545,-9.588804214850349,272.8957647249138,-84.59149729512185
107,CH5066,1.0,107,-37.918788977963,-38.26522362662357,-20.82446629395324,-4.022073856460374,-141.27900772441285,20.967381564694666
108,CH5159,1.0,108,-55.5868050272408,-97.63151774027644,92.02440831408045,-17.603667566080787,320.98961492431107,-101.73578406253536
109,CH5174,1.0,109,-98.34360419204944,-33.46305010934844,90.40706834373715,-15.81005067456634,269.52971886924655,-76.00015427089065
110,CH5182,1.0,110,-0.19374642234761558,51.46353398498043,3.4922085161632492,-11.200798809647567,-84.28150292268955,-59.10381475141631
111,CH5193,1.0,111,44.447454039914156,-68.19665662441227,92.27239321840528,-17.794094060959697,315.8933213386904,-107.1779164754247
112,CH5206,1.0,112,75.03448933599395,-82.55444045872105,-14.130029532074722,5.341714869763825,18.168749064976943,-85.75562702306253
113,CH5262,0.0,113,73.21251845094481,96.07416490669546,-15.91508277508769,-4.167644490828318,-120.41558303455554,20.003605858332314
115,CH5291,1.0,115,34.91005026559854,72.88565414183861,2.0261087295827864,-0.37520228100076136,-158.74627200332955,-88.43322254419267
116,CH5334,0.0,116,-58.778380181549046,49.53569488456698,42.752761527037016,12.454854832668945,314.2580224983463,-23.78264947650672
