,Strain,Cef,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
270,F2093,0.0,270,-78.78764224324848,-92.4752225351841,-20.350624263042043,-10.483357097682848,-161.42824318222677,-72.0479087963827
271,F2097,1.0,271,-46.185598407943864,25.111389807078226,81.94557672953391,-11.794215906750397,296.05691657220956,-43.032197035638895
272,F2098,1.0,272,-83.10159086303646,-6.150222960076849,-23.204906083928602,-1.511445985044714,-219.8800101420419,-115.26182037606854
273,F2119,1.0,273,-2.1314546544666952,73.04464558811657,-48.55146662894244,-13.927053797458413,-216.42228646959046,66.45892345240203
275,F2137,1.0,275,144.20130932865985,-98.49561133542288,-47.46776259751444,-17.449628175322577,-211.07205147296625,63.55900481984881
276,F2148,1.0,276,-55.78513839420597,5.338602767265444,-47.44307804048623,-17.39695176250023,-211.63272331171945,65.94687647609999
277,F2165,1.0,277,154.3042953407703,-110.2611075066232,-47.49716496724544,-17.47908700894913,-211.16604876306707,65.89489733961214
278,F2166,1.0,278,-13.49450933766356,29.544363828989855,-47.4964337525918,-17.490732759481435,-213.31209630109,64.45688113061479
279,F2167,1.0,279,15.458780086551261,-71.96896841203906,77.73579344670938,-0.42707771590796345,295.74082603839304,-43.511857537798434
281,F2176,0.0,281,-101.7966383012409,-64.54881063774401,-17.27573775446982,-4.765875641486745,-123.76053117450928,58.22054403242945
282,F2199,1.0,282,-45.81589868333841,-74.78544532286246,-30.829234749022703,-17.116575360977887,-180.26288123324184,66.76236820669034
285,F2230,1.0,285,157.32393024433352,-112.99310386319134,-20.997665225601498,-10.527607180781954,-210.21276682772574,-18.365094517992308
286,F2234,1.0,286,83.0595213298243,-74.73812717799154,-47.35315041762026,-17.369606226054817,-212.71961054588826,63.892511700181885
287,F2235,1.0,287,-29.64279539864845,23.408158429140574,-48.50029254564682,-8.98068512222476,-182.26567612792314,60.789821413320134
288,F2236,1.0,288,58.36172527711675,-68.26971225602719,-18.103627321648208,-4.133330745283773,-155.97029637753033,-102.67039163424829
289,F2240,1.0,289,113.46272193832675,-28.138951044655,-43.10683642260706,-10.568845930640629,-180.9437258856036,63.49457096482636
290,M70563004,1.0,290,69.42477454503765,-81.81131213848133,-21.23853906204559,-11.900278355708062,-120.20352868009135,49.392618675433035
292,M70565254,1.0,292,-118.24665908919663,-58.3142377422741,-19.140388475383126,-7.400181283084879,-150.7010637673449,51.294746835035404
293,M70565897,1.0,293,10.282822918864865,26.995858629202726,-14.431956150347599,2.221675297959857,-157.68372352665972,-28.972242310305788
297,M70638412,1.0,297,-17.226450072603754,-83.52813957524592,81.84096603466014,6.543005585642504,268.85267715697677,-84.61003613675494
299,M70640096,0.0,299,45.36634715495804,-22.858900563453243,-16.27320636632579,2.79509542008722,-124.9383097669768,79.89963067879783
300,M70641593,0.0,300,0.5640983686318418,50.36466058605053,-47.43002213367382,-17.541801379515235,-206.91544844923314,66.15540228661592
301,M70646050,0.0,301,172.34768738685716,-89.34137213899504,-16.851963839840717,-8.218968702288924,-54.84418819956542,41.92119056089054
302,M70646077,0.0,302,117.21494776855832,-28.69228065495107,-22.574609977327302,-3.261329304760868,-154.18423950426444,-101.39293943394914
303,M70647319,1.0,303,111.78975457102676,-29.59504503187818,-15.068899110891993,-1.663618368727043,-134.55747216757996,23.20009708862824
304,M70649365,0.0,304,15.015759700881484,41.9745996426357,-46.79696976773862,-15.254707249118063,-209.49623672995233,64.24400947706064
305,M70652746,1.0,305,-38.5144498421868,-52.293811278948525,-11.59437913346842,3.8971380454784827,-103.08858421945767,45.51549449032946
306,M70656672,0.0,306,-56.58077243497219,36.284432528915765,-30.479333003947957,-24.710206151216234,-198.79471989063669,80.2566735229011
307,M70663247,0.0,307,-44.07698188020228,-65.6916929964336,-12.14212538884247,17.14880899280545,238.52961057016356,117.39759295205265
308,MHH0147,0.0,308,-101.61703352180442,-68.2774949772859,-14.540295568791379,6.184983188325419,-66.39412231502,-59.5566839836514
309,MHH0426,0.0,309,-132.5746388426034,-21.878807020845866,-28.054607246643034,-15.052766339507182,-109.43549043717971,58.26043616990591
310,MHH0927,0.0,310,-99.16283303585531,-52.50287689806128,-3.8003686460827315,-8.223915733621947,-133.01617142961538,4.1764192624702465
311,MHH0985,1.0,311,-117.45736365489451,-61.42234352584702,-17.63070813533316,0.3686934063854944,-136.46315473765534,45.823877669962286
313,MHH14929,0.0,313,67.06901767291137,21.66901791818849,-21.223678991513108,-8.171047824359217,-103.19325052122633,67.19112303107711
315,MHH15015,0.0,315,-91.01312348548832,-117.39760067768425,-22.040544526010102,-22.237159710779604,-194.74853356666807,78.2694043844598
316,MHH15083,1.0,316,59.541053941236136,21.233225403917988,-46.266418684113,-11.385652053957543,-144.0425667422708,49.76962611467721
317,MHH15103,1.0,317,30.464141645368027,59.64136866401274,34.82260768665884,-3.954075477081926,312.5334256093257,-22.49318479168848
318,MHH15151,0.0,318,26.502662356137716,71.42428488122783,-0.37536474106989487,-0.15659995837494162,-145.9644032498858,-21.113970834145086
320,MHH15204,0.0,320,40.05490542841237,-47.823600580821946,-2.216491311222758,37.663802516046104,202.70592333906623,28.938358156030343
321,MHH1525,1.0,321,72.53584171260042,-18.73260529854286,-5.505283116324641,18.598907089935945,274.6949553390703,54.79167105652216
322,MHH15275,0.0,322,12.699987450110951,55.80996320575364,-47.775447671525285,-10.185149217534818,-141.09188666914298,55.78926974979303
323,MHH15280,0.0,323,71.37916582619917,69.42344174600251,-18.440424582670726,-2.5493966263212036,-166.31440207813552,-67.16603217874064
324,MHH15817,1.0,324,19.841544237842562,33.055726464848,-21.84309748677248,-18.90836796154975,-134.69760376364817,70.12778294580639
325,MHH16050,1.0,325,64.39047560053538,58.62170895792708,-15.115476842374076,1.1371930188466044,-57.50569907491083,-58.3811936897793
328,MHH16379,0.0,328,22.637744272851197,49.19828110632891,-17.07161433276322,-18.211869878988548,-126.29173233682283,-48.59993084662176
330,MHH16459,1.0,330,58.3730591956119,25.16816257256029,-23.212260208993857,-13.581440271738078,-141.9762491217662,16.887286054456787
331,MHH16513,0.0,331,55.95966825438029,37.07716392093494,-17.223432918187683,-18.385426509823972,-127.6466736188623,-54.25982166335053
332,MHH16530,1.0,332,81.31195707169701,17.222488591726716,25.121971190324597,20.75225285784098,194.36951681802256,113.0738546995385
334,MHH16610,0.0,334,-24.755712024314033,65.5063151087696,-17.295120777700834,-18.04115649233587,-128.38745157423773,-53.5710937589808
336,MHH16798,0.0,336,35.3972747784227,41.23285726617178,-17.10996537649636,-18.11593315261756,-126.60503518472989,-48.39001398759019
337,MHH16951,1.0,337,82.7084135643225,-89.90050163547015,-9.543227780748687,28.072833893260775,139.5061264761238,97.7556508119012
338,MHH17233,1.0,338,-5.473239388053437,-62.8524820533882,91.19709102213855,-10.009153997379698,242.00611071690233,-18.010380580957563
339,MHH17247,0.0,339,24.64446583322026,-5.125280951566643,-18.662908602190374,-7.5344422184308115,-54.51165788485252,38.38291456005723
340,MHH17441,1.0,340,-22.587328829007784,-23.261739233332612,92.00142266688505,-10.250973320760416,243.60254489247626,-10.646199614139753
341,MHH17501,1.0,341,10.925244679054186,-36.45618939026563,-11.237908276501605,-0.2799033196735757,-85.36008487970085,-59.20554447726534
342,MHH17546,1.0,342,73.49604647946896,81.39092184525224,-25.53291016993139,-12.807647025985917,-53.65174716808868,27.628434653830286
343,MHH17767,1.0,343,23.819872817781135,15.255737055752306,-18.381069134879322,-2.333676316000448,-163.63573491056357,-83.16642813505904
344,MHH17783,1.0,344,24.522854278650353,-18.552181264748544,-15.453910091930824,0.0011961127709181124,-37.23689869094112,53.2128128156427
346,MHH2419,0.0,346,67.36102792588666,-57.8847919140162,-16.465616279113867,3.5373741604966376,-157.69677053333103,-44.73882786523071
347,MS1,0.0,347,-148.52683834295343,28.167712500276682,-47.12159043168303,-17.18598775101682,-139.74903376270427,85.76162233724018
348,MS2,1.0,348,-4.593897656956043,-102.25376645488173,-16.85965736211821,-18.316218994599485,-100.8000515614758,39.42581736738492
349,MS5,0.0,349,-192.1489976573672,-79.30746708456473,-16.478001116524492,-18.76069044464292,-101.23088574536015,39.20202055073519
350,PSAE1401,0.0,350,66.84756677347458,99.1037078062539,-16.63402733778508,-1.116749378250522,-164.7281512022967,-84.15430095580058
351,PSAE1438,0.0,351,39.78780510920981,100.60712928590623,-16.628771307809647,-1.0738851787040373,-165.27591864615806,-80.70241189301655
352,PSAE1439,0.0,352,-13.58976372095424,58.3016226737472,-16.565694857433733,-0.7869382107146055,-163.97355088971256,-84.36344496268589
353,PSAE1630,0.0,353,70.72190479231274,3.407682745615053,-21.450972992066642,-7.836303176243345,-141.0405220985384,54.42003326206934
354,PSAE1635,0.0,354,121.7142100963465,2.083729284168679,7.142678772867738,31.730362810221138,195.70735584904412,143.53896099412802
355,PSAE1641,0.0,355,-13.104267820366667,76.4930566236388,-7.462906711511941,28.51866923206441,229.7033551539768,141.32102937376013
356,PSAE1642,0.0,356,47.64508636950538,19.088757727086172,6.668717810185333,32.331812485567916,194.97513557499332,145.28486584704277
357,PSAE1645,0.0,357,-43.350946803601424,63.199871482265735,-7.198022131597563,28.840588746037675,229.88703647042817,140.78188376030914
358,PSAE1647,0.0,358,26.7047758563267,-0.18671301880601196,7.120575332750168,31.790067085102702,194.87630631725312,145.65978135052464
359,PSAE1649,0.0,359,-24.636933403305616,20.985554271654387,7.301743185784603,31.697910345131753,195.54519282090646,145.9453365924794
360,PSAE1651,0.0,360,-47.567571434336045,18.611258139539867,7.798197506558851,31.438936889783143,195.04812291340053,145.4047799822148
361,PSAE1654,0.0,361,-86.96753637300063,-10.69940962769914,8.69937215068128,27.785998346868002,194.23786549646348,145.83344902228004
362,PSAE1656,0.0,362,18.404462508172557,50.48889148740872,7.746185326364283,31.204081664433033,195.12992585118522,145.47306795569344
363,PSAE1742,0.0,363,88.76800752736466,89.74081075246399,-23.343990926798956,-7.447268097048367,-217.85518782586493,-13.24881097002452
364,PSAE1745,0.0,364,122.42999147904649,26.84757453152585,-22.49056977863878,-4.585643172847846,-159.53043021740788,-89.49690427267345
365,PSAE1837,0.0,365,-66.92158023386158,42.55965783354069,13.503086875360239,24.35534834687984,194.36346230451156,144.68511301195477
366,PSAE1872,0.0,366,-61.40036576143753,18.507679209503486,-20.37323812467593,-5.754922282577002,-191.75868483464367,33.86704209416283
367,PSAE1903,0.0,367,-72.43760910556331,66.89604882225866,-19.34071502569694,-2.45167065343071,-160.55000862630266,-10.047455242056149
368,PSAE1912,0.0,368,-26.408202757335754,44.64931875176518,-16.236518695534564,-4.447895488878144,-162.5590695071652,-62.535774142417516
369,PSAE1934,0.0,369,-43.369061883622265,69.9259691124191,-15.285882420052069,-3.3681245045621364,-125.38393144049367,72.39100669640113
370,PSAE1970,0.0,370,87.08720324100528,54.452745434786706,-29.179679652187776,-21.70013408806503,-159.96747757119448,-2.9546082503605704
371,PSAE1975,0.0,371,10.02424445153876,52.89130130377632,-47.397845050004626,-16.844195842624245,-206.73629763424663,62.664058262424895
372,PSAE1984,0.0,372,-80.88659114605683,25.298258448766592,-28.939519250783526,-15.702933666124867,-117.76304766394018,79.45665585582204
376,PSAE2139,1.0,376,79.01835964651511,-86.25688728757132,97.82581873180081,-16.834151378627627,283.94529139951715,-72.73099266243598
377,PSAE2325,0.0,377,71.94543621546899,82.09424989516786,4.69244296517032,-6.2247414533207746,-42.762909453277075,-2.7869518103022326
378,Vb20477,1.0,378,-76.71521612639259,0.5115921164209539,93.55380118015783,-9.321241105902542,271.1771977080494,-87.90835854517373
379,Vb3320,1.0,379,69.73812608275361,-37.396643897475776,11.5487091538583,9.245829959071264,136.57403027580187,-82.77020554229016
380,ZG02420619,0.0,380,-17.082812229859794,46.029735296460785,-17.770039561323063,-17.769310684672146,-112.76949266981113,-15.303091262659228
381,ZG02488718,0.0,381,-10.44177440039813,46.62248369469318,9.101247210944482,53.2998781230106,202.98715670950887,29.883651422700385
382,ZG02512057,0.0,382,20.61670737286914,59.988157753602685,5.279257553823594,54.670631888564294,203.5301758787382,29.292997734614396
383,ZG205565,0.0,383,23.44223066561643,89.14218302512059,-37.49709020485138,-4.490688015433552,-138.2488690337079,10.326489863008671
384,ZG205694,0.0,384,27.952742679333603,99.77409696438612,-21.355409490153704,-7.091861484315538,-138.75905668046283,48.930068917967
385,ZG205710,0.0,385,155.99360416512636,-91.03414519844317,-16.814146190016046,-2.143327434962793,-162.37068715301842,-58.96272554863061
386,ZG205864,1.0,386,-38.0566043528169,-44.60871161986875,-20.430873961164007,2.6887144955204603,-156.10288711790128,-100.55006403511808
388,ZG302359,0.0,388,-48.513180045746296,45.40142790802668,-23.046688218012427,-9.775873075357513,-169.8041438442552,-64.77076533928853
389,ZG302367,0.0,389,-9.98722594862148,74.34716972348693,-17.04156614743283,-6.5994346452084,-117.84811247816457,35.373556857309325
390,ZG302368,0.0,390,95.94580831111989,12.120615336982453,-17.287434928354024,-8.37560311178933,-127.84427917808422,9.750757632763543
391,ZG302370,0.0,391,47.291188125486634,-37.066645379836295,-19.95680874922297,-5.5938316530456085,-161.4083617809678,-8.274642665029926
392,ZG302383,0.0,392,-1.613421742719512,13.083938996693893,-6.845690615951207,23.66041674672166,195.29132739879472,-17.221123779790894
393,ZG302431,0.0,393,-86.71979180488148,20.50021444193763,-46.18232355422845,-15.314831803416682,-207.63945319752025,65.36320452115383
394,ZG302432,0.0,394,26.15659971218859,110.2140390043732,-17.923047905686985,-3.8833073216278966,-55.45252146525156,31.470474259961943
395,ZG302442,0.0,395,-106.3316156938405,-36.63903093956523,2.7433709546426037,43.728519310646874,223.50416123113496,25.350067483434785
396,ZG302451,0.0,396,201.32812865446192,-48.306100008473415,-14.931927832712107,-2.2922169237431196,-123.74815976940945,39.126438014593056
397,ZG314696,0.0,397,-38.72347726886844,75.64210958886636,-20.91857303126251,-10.186174414722572,-202.42373793785885,5.277765554750238
398,ZG314738,0.0,398,18.18007196951532,59.743970057231515,-1.0542555354788823,44.333477294205935,209.33943225666212,64.32401000310726
399,ZG314777,0.0,399,194.61522473509308,-48.80164517080879,-12.711562899887321,0.6672455710412415,-117.40577005886547,23.095811422195162
400,ZG316694,0.0,400,74.62479764563672,74.08103005634086,-17.232764112328617,-2.2002561378802623,-86.52589555828884,-70.83806046159975
401,ZG316704,0.0,401,97.47231695803774,-1.5447193671266644,25.99240599799063,21.10510288145867,197.20327921528582,116.20548889586998
402,ZG316716,0.0,402,72.6486411189763,-37.34896155586443,-12.599677782330831,-0.78085766632236,-114.50695348768267,16.08003949197351
403,ZG316722,0.0,403,153.90795014522746,-104.20816240720916,16.18460779767636,29.92540858633337,165.12815964353445,58.57179162161485
404,ZG322541,1.0,404,29.52137219800103,32.246843340299456,-20.38465380855242,2.6930984956020274,-155.11131643060128,-99.39096094716308
405,ZG5003493,0.0,405,14.08903275103968,96.20253796510981,-20.208427591381962,-19.06211959792853,-118.7800999035684,59.46385313160711
406,ZG5021922,1.0,406,-36.429741407910015,30.053130290999288,18.930961346709037,22.750585473679102,285.32993358516165,-16.527810022145133
407,ZG5048010,1.0,407,49.52158617627211,-44.74072729562852,32.767895052973124,23.523164021250203,295.31899231440354,-4.896944110069226
408,ZG5051896,1.0,408,2.488328173910071,10.76232016174435,-11.997666290851395,-4.0785400891198265,-129.48605013599422,37.50082587635906
409,ZG5089456,1.0,409,-35.772078099473205,24.347467199996412,-22.631495322099823,-4.729638635153404,-213.60657420615107,-35.48117338037155
410,ZG8006959,1.0,410,-37.41694726149537,-1.8526089178743887,32.86392935342489,23.548963818909495,295.4664675686823,-6.180798757978425
411,ZG8038581181,1.0,411,-19.60902147324313,52.073512495972224,-13.655133963500132,-1.4778376247871403,-115.3637508978193,20.792449441772234
412,ZG8510487,1.0,412,57.925874295752195,23.02302910722602,-20.8363721627004,2.5942349440212826,-209.5047636856054,-44.579129233222034
413,ZG8525123,1.0,413,-56.516427650003756,6.875270371562952,-21.490596308819807,0.01914567631210671,-208.98778711162345,-44.50403590213799
