,Strain,Cip,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
100,CH4891,0.0,100,46.33409122943311,-44.70937924355186,-19.38454033894328,-11.16230818415941,-191.79986869315164,48.9978383446325
101,CH4914,0.0,101,187.76441088533392,-32.0513310902517,-23.16987650172895,-16.62042517979659,-233.0850190101292,-108.32565388668228
102,CH4916,0.0,102,-26.76746336774485,-59.99559303336583,96.98391469413605,22.45630950317855,344.66186115672593,28.600417887785248
103,CH4990,0.0,103,106.6958461122851,85.4520661858953,-44.92396392010136,-16.86282178569606,-192.983719918326,86.87250517314713
104,CH4992,1.0,104,98.08295489987891,66.44811453386572,-22.070888112403058,-14.414527222496934,111.01594522591607,-113.18758447776064
105,CH5022,1.0,105,25.93951622467828,-27.48251644143925,96.71451039797832,-7.212306571431563,303.14042677793776,-64.56744936464548
106,CH5052,1.0,106,-6.220796709417248,64.23587414017521,90.0735643488991,22.49370630289387,305.6966335199172,68.60161644824926
107,CH5066,0.0,107,21.13059632980852,33.96593060143083,-15.099316778485365,14.367142369428134,-98.78730276207179,-37.14449279264669
108,CH5159,1.0,108,51.68897464254093,96.48543849291187,93.17105138352278,-6.546469397452683,338.3661882046845,15.350138011173925
109,CH5174,1.0,109,90.52212459471833,23.173133151795852,88.65456188159992,7.797319758414386,279.5516830189371,3.184410272747011
111,CH5193,1.0,111,-48.90033104899391,69.03507147452814,102.68423269533692,7.1893634253435765,341.6277269731567,38.75597537957438
112,CH5206,0.0,112,-82.54854176301957,80.36183806342312,-15.699128699895859,-9.986389826588113,-38.70983454529653,-85.70484751103125
113,CH5262,0.0,113,-73.66488639455369,-106.11395982203642,-14.738690899981398,13.631589269216146,-119.20331463437057,-13.8258342194453
114,CH5267,0.0,114,6.000666098244859,-85.7855500595596,30.397936926891358,23.62534909524957,171.41112231743617,-6.307149392561211
115,CH5291,0.0,115,-43.36210545353573,-80.50021559904916,-9.700511248500558,20.464226284011087,-170.6445538037528,-65.19738521951555
116,CH5334,1.0,116,51.34200003529538,-50.35362613020978,36.622906225319475,-8.999128488652936,207.92367584535987,-125.33769311724953
117,CH5353,0.0,117,65.39057624430377,-14.192663252325964,-16.874448692330045,-9.926074160994505,-114.28515297125699,0.8042331672933615
118,CH5356,1.0,118,-0.48346549804310546,56.108718930143,-22.373857779077753,-15.303982298011432,-131.27155853185266,48.79527654202381
120,CH5363,0.0,120,-146.09377147046624,72.16547344181129,-19.89282442801458,-13.169904727241716,-172.55271964345945,-101.27276090469357
121,CH5387,0.0,121,-34.16137800531948,-67.79261981643741,-16.780285844691956,-8.433238710637815,0.9846124851883529,-84.85836294921162
122,CH5432,1.0,122,-140.54374022848802,63.44829400022727,-19.045955212092313,-8.484832635179576,-173.89636187100206,-78.7434074183425
123,CH5462,0.0,123,21.616373177087024,35.741001420837804,-9.887303011216016,-7.795154686973144,187.25505740608506,-63.010040862414755
124,CH5464,1.0,124,53.10364961291069,-20.04113223248719,103.72755880045175,8.309943085557512,345.2932053692421,39.943805434335246
125,CH5478,0.0,125,-54.63575581645456,-31.79212010939989,-20.796844279750047,-9.078450486551997,-151.7410948104358,-24.171054924000636
126,CH5528,1.0,126,-0.42608392198990347,-72.74963170759376,-7.207930446735114,-34.086314412238046,127.03630397692183,54.60562217317169
129,CH5550,1.0,129,-60.532159562052875,-41.25524015279551,-21.85581689070489,8.119021824706474,-93.2168560600768,-53.71550421395645
130,CH5551,1.0,130,-60.26702122878982,-91.46784259640965,-20.319464899796728,-10.639732463796165,-163.36075219671662,-103.42277268446037
131,CH5591,1.0,131,-82.29596775826947,85.08154574348967,11.595297776271021,0.8788943844535582,194.68628742515784,-62.45924604222926
132,CH5596,0.0,132,29.724739279117564,-71.0064468904069,9.748806248008593,2.181900887273553,175.93948562327688,-92.15607777702145
133,CH5597,0.0,133,-17.85769718563836,-92.74396022259245,-17.678434885645583,-9.62851436197424,-134.4145524723927,7.91358153956748
134,CH5621,1.0,134,-3.0914526350118106,-96.93308807500372,-17.188596636150468,-4.3464841540961,-176.58631171760487,-69.26678696158606
135,CH5638,1.0,135,29.865635339863225,-62.51161081619964,-21.512342997635248,-10.480217174855355,-54.75254797664067,94.93757312610973
136,CH5666,1.0,136,37.6908303230763,32.39265415571644,104.29106738136025,9.692706577986879,311.4360310416614,87.41201029571565
137,CH5688,1.0,137,-99.43389624510914,18.24325200512534,88.06377905462276,19.17057399780678,307.8711772754682,71.52242746439418
138,CH5695,1.0,138,-56.07017422305089,-27.937988519408172,104.75666798338987,9.243216124215353,308.0714774637162,73.1262110182062
139,ESP002,0.0,139,78.60475989173787,75.65194868578723,7.107738336171256,-1.9241008042828667,169.79728199213804,-155.24833595155255
140,ESP003,0.0,140,-144.17141679772044,74.51382502376424,6.787968795380777,-0.5203880383611661,160.162941097694,-124.51541359016679
141,ESP004,0.0,141,94.9691497449523,25.07130761213585,0.33897939222965695,-2.8325492757083364,160.78207563557953,-124.85825941029432
142,ESP006,0.0,142,38.19640629959936,8.268908611684619,-18.83313337367988,-10.450576454556282,-173.86885412147808,-7.2517117185329045
144,ESP011,0.0,144,-121.36751692186154,105.5398590311929,-24.191674424210735,-9.81557920163479,-49.534589709751025,132.60590468871462
145,ESP012,0.0,145,51.08119784833676,29.995455637102307,-15.787705120830413,-8.515399871932274,-52.15889382976561,14.053898214310069
146,ESP013,0.0,146,88.58810678317217,-2.995874458363522,-17.895804901135,-11.006250075156366,-51.756842362773696,31.46078605643469
