,Strain,Tob,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
179,ESP063,1.0,179,15.667247477028955,-23.680835049914304,-60.45533779631413,-69.45075137539024,-130.85754469468978,-114.47302963242679
180,ESP064,1.0,180,-6.0087933223615595,-84.04675035206394,-31.07186249823345,9.806130414829214,-95.0217041117755,-136.43448090099852
181,ESP066,0.0,181,-137.87422624499283,42.49506664417462,-52.10593652476438,-54.307003572927414,-127.94996463258175,-119.80460706028639
182,ESP067,0.0,182,-186.96121056303008,-12.975927659955202,-15.652750010816652,11.113320418661019,-87.34142653196443,43.97131456636467
183,ESP068,1.0,183,-184.35977780418088,92.05217572435765,85.9093090092971,-15.748656213943471,308.19785116969746,-79.0284853643944
184,ESP069,1.0,184,-189.87355571767034,95.1267091161182,-31.344740315392638,10.014780245494066,-94.99323352794849,-135.8138134592663
185,ESP070,0.0,185,-160.72448460290474,-6.945338506717834,48.71915675487988,-13.653719296039258,168.19404969603394,10.830851470144724
187,ESP072,0.0,187,-154.97583822454035,42.367514744094244,-10.163740989860063,-4.285857694970839,-164.53930138967854,90.2452493068208
188,ESP073,0.0,188,-170.39071053195113,-20.54092606724907,-10.148282141986533,-4.360544174473009,-164.2221092499191,90.52709263336332
189,ESP074,1.0,189,-173.39541519247024,7.890293934265724,-59.82881232742398,-68.36301613896302,-133.39958890788483,-105.8018826124889
190,ESP075,0.0,190,-106.22299388322827,-32.41243153862597,-0.25042646853870887,5.967817457298216,170.93268527487754,87.79780691368298
191,ESP076,0.0,191,-73.29821499389168,79.47605567527786,-0.21116813038840254,6.075131195007593,169.40339931109796,89.72283682523347
192,ESP077,1.0,192,9.831373367515113,-59.60447361287869,-19.50133216400281,9.43676308375264,105.78168857104075,111.15433545440159
193,ESP078,1.0,193,-53.98880608265614,69.36183057156994,-31.239734510015605,10.08730415928905,-95.30572738220162,-135.7354584450979
194,ESP079,1.0,194,-93.48445517988621,48.19923954116823,-59.50928938689025,-68.0317597099194,-164.96274614312995,-120.09725423573848
195,ESP081,0.0,195,-150.86223364826097,25.093948043900944,-13.728049661034706,-2.23851799594892,-166.1223312844595,101.24424488333962
196,ESP082,1.0,196,-133.64468979527973,37.85966545928364,-58.95860466491586,-67.18755300920294,-131.6878295997358,-113.95888142643378
197,ESP083,1.0,197,-98.0930562841699,66.62407404194808,-59.83221240188738,-68.50263629399873,-130.82811016093484,-112.66884389291118
