,Strain,Mer,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
97,CH4862,1.0,97,52.148404868782265,20.89998318493704,-13.569951522808218,-10.32394585364434,159.87076501604244,78.75903920697311
98,CH4877,1.0,98,59.7606782897979,-20.869235549677008,14.377551588344788,-3.2781215698827264,266.47900059973733,-34.98274768627346
100,CH4891,0.0,100,-55.70876033311844,-33.67980919205524,-19.845865720617716,-13.655653324538322,-193.33146896410446,29.611704419278418
101,CH4914,0.0,101,-191.7406367561909,-17.737852150412,-19.639182285507637,-13.284282680385305,-165.41309660631745,-82.1292187494957
102,CH4916,1.0,102,27.738072391357296,-62.73136831853084,90.77398786249545,3.863767824264462,325.98610202841314,-55.7241660659982
103,CH4990,1.0,103,-113.89545235302383,127.66742721938316,-46.51761278346627,-14.748026825279428,-202.03462351878028,78.28752944358314
105,CH5022,1.0,105,-30.75291316913731,-25.265141713447,93.45875935720466,1.9105178696673772,333.16042142079476,-25.936085354642383
107,CH5066,0.0,107,-29.203433948299427,36.173145509941705,-15.353539200617073,9.57237320932694,-146.46014853542843,25.660167778810724
108,CH5159,0.0,108,-50.55663596154419,108.98354626524275,89.36966494455217,3.786589962183017,323.9595995625245,-52.90069862937074
109,CH5174,1.0,109,-93.89998144106441,34.37568189363387,87.95150643303793,3.647488921906456,270.29937748908566,-38.22730787892619
110,CH5182,1.0,110,6.3396573581264715,-56.754510619997696,2.843851576653574,-6.645816617168866,-122.56346811387405,-37.538971811339344
111,CH5193,0.0,111,48.67813089361303,72.6637756199413,93.60396326931215,7.566531491832932,320.624104709897,-55.092266418160044
112,CH5206,0.0,112,82.08779510229878,81.06111617153296,-17.04604460275903,0.4107450304627271,20.19559216372162,-106.46564882926371
113,CH5262,0.0,113,69.77328228144495,-97.84344930259988,-13.838589307431086,7.799163895436527,-99.39401207360582,-33.51023369322984
114,CH5267,1.0,114,-14.721184907896644,-81.87841030714628,30.689395946890045,8.271309227927176,244.0874060034212,115.51342581999437
115,CH5291,1.0,115,39.58310093493382,-75.99293631724916,-0.6536461402459035,17.471561733614863,-159.02168544547578,-78.93619476351493
116,CH5334,1.0,116,-60.11517514449182,-45.13057021161729,33.77939661936575,2.2525763556366942,295.8615128308305,-33.84930238249842
117,CH5353,1.0,117,-72.41161877362136,-10.32948212659675,-19.923626650676464,4.699942626603268,-59.74206299609253,-38.2890325027018
118,CH5356,0.0,118,-4.292546226839258,61.391618349417435,-24.8004279602097,6.697714896456776,-138.15539626957823,49.17270763892103
120,CH5363,1.0,120,145.37701554320898,68.09434109625536,-20.627275088261808,-4.340959748562938,-156.7489460261591,-137.27363036765124
121,CH5387,1.0,121,31.27211415651205,-64.25384906387914,-17.390604218147505,0.6131563724638636,-22.023667691153307,-67.95646663530168
122,CH5432,1.0,122,140.43762394248273,60.88463856023312,-20.762327662595577,2.93927630457524,-161.01227239144748,-99.65917052194735
123,CH5462,1.0,123,-19.686088079956615,40.99997424295741,-8.78461860278453,-13.038191750557296,194.63751408354375,-50.41907354524891
124,CH5464,1.0,124,-58.30938686803575,-10.117859330904913,89.99886586937139,2.091680268163532,323.4155171769165,-56.034777357362394
125,CH5478,1.0,125,37.154247083698706,-36.93894097158448,-14.649776591964535,-6.116801703437102,-160.99260948445354,-33.622343998618
128,CH5548,1.0,128,52.28315832922983,12.06526454496213,-19.863962984403912,8.619978694678306,-127.04668894936736,-9.356659308566696
129,CH5550,1.0,129,56.87302472209014,-40.07134239464058,-22.60754363217794,16.628642187375263,-119.28180254419298,-18.90343656000382
130,CH5551,1.0,130,56.41778593428061,-89.24645642872919,-18.876472600280906,2.0432362528053707,-163.26313337827008,-81.97858622035065
131,CH5591,1.0,131,87.19699491806826,79.24519684109745,13.481092035027599,-4.565660991004461,230.03868147570807,49.8849824673724
132,CH5596,1.0,132,-38.05715838303915,-65.9028260864719,9.768969920091145,4.244580480521003,232.85614715292627,109.46288047958714
133,CH5597,1.0,133,9.081026136732792,-91.68235133306422,-12.52365092126753,-10.011962277410104,-114.59967390800206,-19.38481166727608
134,CH5621,0.0,134,0.7009122709359032,-95.50744470037897,-18.17236042153314,3.1054197605862623,-142.93705256969355,-11.462416270210316
135,CH5638,1.0,135,-38.38147118137177,-61.74531609157356,-23.01900163992605,8.998346765489078,-54.68478126017754,74.34733393064799
136,CH5666,1.0,136,-41.036289560383096,40.39416941073621,94.99603755718611,6.221861112999463,319.3930661990721,-46.23607071731681
137,CH5688,1.0,137,80.52888392459742,31.185036927218313,90.25101028890079,5.357267518178362,275.06966032532705,-45.304256237658095
138,CH5695,1.0,138,52.21080384764481,-22.785460040344155,94.25697298277996,7.653075945828081,277.47809759657423,-44.687042174466924
139,ESP002,0.0,139,-67.04753094227416,87.82597694491382,7.779424582981323,-5.492743071022637,196.85193048286607,-87.414318319559
140,ESP003,0.0,140,143.28726230938045,70.04866890406127,8.103022353279046,-8.72087802568767,186.69861497952198,-20.65347974913817
141,ESP004,0.0,141,-98.38289945489498,34.655957322979305,0.2944524389126718,-10.138982840385083,187.05050416477795,-20.950531966278746
142,ESP006,0.0,142,-38.87900698572282,4.076464972435528,-21.07493552379178,-4.332809058130894,-211.40729243135095,22.285397446386963
143,ESP009,0.0,143,-48.07139044514877,2.215189006376516,-19.300313083939006,-10.974982036220489,-148.34299274684784,0.43243226466758755
144,ESP011,0.0,144,104.57241803599625,99.52020596666671,-30.926202927408465,15.446809698943396,-48.3806454860507,118.04522128178424
145,ESP012,0.0,145,-52.43377536343909,25.28330600281148,-16.674138930994413,-0.06731381520148429,-43.515299672414976,-28.20104254335167
146,ESP013,0.0,146,-89.54704438651737,5.238493008201383,-19.258264634681954,-2.526768755110221,-47.98005323135684,6.678612867886983
147,ESP015,0.0,147,-65.14386180148966,40.459633281123686,4.886069783936625,-6.716306904297016,185.8579704908684,-30.052002093193032
148,ESP020,0.0,148,41.91093913972841,36.092491980273174,36.87171476738078,2.4551779876307394,246.17476128281268,102.48003396127005
149,ESP021,0.0,149,-23.42209355467075,-104.64546005977634,-1.6311684358307992,-31.203745728842375,185.4311889047337,10.709721798453726
