,Cef,Cip,Mer,Tob
genexp,0.05934925989546388,0.059620285176959095,0.0551316845423102,0.05016416523170541
genexp+snps,0.05913008988304083,0.03260542570300888,0.06405939850208008,0.032965672892196304
gpa,0.06295946007094491,0.04596319341568458,0.0655583551158868,0.027380950819235375
genexp+gpa,0.05846617108114889,0.04709339452693644,0.07138137410234417,0.04377551706186753
genexp+gpa+snps,0.051275663147552476,0.03496630309259085,0.068597289603725,0.035509614311556865
gpa+snps,0.06967652699838821,0.04205557441170769,0.05114914110623277,0.03179622735421276
snps,0.06475063121937512,0.0464712066632355,0.049392958568033926,0.032597488122293086
